x,y
0.031446540880502916,1.3580510599022273
0.09433962264150964,-0.26875091945986784
0.15723270440251547,2.3636972500190705
0.22012578616352219,2.481724879069711
0.283018867924528,1.7059840465245433
0.34591194968553474,0.9820330229408855
0.40880503144654057,1.427985696208621
0.4716981132075473,2.913250735639221
0.5345911949685531,-1.4532925766336526
0.5974842767295598,2.229806890970197
0.6603773584905657,4.482591603234548
0.7232704402515724,3.0356878165099097
0.7861635220125782,2.762821040409987
0.8490566037735849,3.3027057887999134
0.9119496855345908,2.9557266458812195
0.9748427672955975,2.0695131578676906
1.0377358490566042,2.5913463332444855
1.10062893081761,2.4795763511792894
1.1635220125786168,4.774225988413985
1.2264150943396226,5.0432021504935465
1.2893081761006293,3.8049033382418216
1.3522012578616351,2.401725156021003
1.4150943396226419,3.9645926015538255
1.4779874213836477,4.676848489365725
1.5408805031446544,5.684938529925361
1.6037735849056602,5.1010253360319595
1.666666666666667,5.286562411129461
1.7295597484276728,5.568345428694849
1.7924528301886795,4.500328237072133
1.8553459119496853,4.828524014295275
1.918238993710692,3.654272213922135
1.981132075471698,5.0545632782771674
2.0440251572327046,4.201862567579448
2.1069182389937104,6.241504394060306
2.169811320754717,4.8015231270347964
2.232704402515723,6.100148605841598
2.2955974842767297,4.379395047480056
2.3584905660377355,5.05778373172885
2.4213836477987423,5.955844948558285
2.484276729559748,5.649017431410264
2.547169811320755,4.456363055219105
2.6100628930817606,9.421849777080519
2.6729559748427674,6.760956188819915
2.735849056603773,5.346639192592633
2.79874213836478,7.691262866671777
2.8616352201257858,7.306897904283261
2.9245283018867925,8.449129718017087
2.9874213836477983,6.009121483306389
3.050314465408805,7.4501453413148795
3.113207547169811,4.925704885862048
3.1761006289308185,5.690567598211072
3.2389937106918243,8.547738443946407
3.30188679245283,9.827424660600833
3.364779874213836,7.186075477116195
3.4276729559748436,7.8888374334689795
3.4905660377358494,9.053428737437322
3.5534591194968552,8.304269181066678
3.616352201257861,7.803486502134663
3.6792452830188687,7.832277782872603
3.7421383647798745,8.062941561503157
3.8050314465408803,8.415848906943435
3.867924528301886,9.701947863648908
3.9308176100628938,11.070294181548483
3.9937106918238996,8.802583452430564
4.056603773584905,12.240387692994661
4.119496855345911,10.95015785204657
4.182389937106919,8.083365398730098
4.245283018867925,8.02856874524624
4.3081761006289305,6.996421072520328
4.371069182389936,8.999578231251778
4.433962264150944,11.973779638438582
4.49685534591195,8.63008154384562
4.559748427672956,9.727071760035328
4.6226415094339615,9.496618950164372
4.685534591194969,10.09918924004438
4.748427672955975,9.68434600901941
4.811320754716981,10.598043446091946
4.874213836477987,10.54967606522812
4.937106918238994,11.509936634074565
5.0,11.760748722697413
